·Ó¤ù,ºØÃş,°_ÂI(x¶b),°_ÂI(y¶b),ªø«×,¼e«×
img1516,0,875,388,21,43
img1516,0,766,396,22,42
img1516,0,792,393,20,44
img1516,0,640,561,27,50
img1516,0,791,446,22,46
img1516,0,700,555,24,49
img1516,0,901,390,22,43
img1516,0,876,556,24,52
img1516,0,848,447,23,44
img1516,0,847,387,21,40
img1516,0,820,441,24,49
img1516,0,678,444,23,48
img1516,0,712,388,23,44
img1516,0,670,554,27,51
img1516,0,537,446,25,47
img1516,0,876,445,23,48
img1516,3,1222,315,8,18
img1516,3,1213,318,9,18
img1516,3,1177,318,9,16
img1516,3,1205,319,9,18
img1516,0,1187,125,29,41
img1516,0,728,558,26,52
img1516,0,641,561,26,49
img1516,0,1043,436,24,44
img1516,1,1212,439,28,64
img1516,0,1023,561,25,49
img1516,0,1019,440,20,48
img1516,0,934,557,23,45
img1516,0,734,444,24,48
img1516,0,983,388,21,40
img1516,0,651,445,23,45
img1516,0,1010,389,20,41
img1516,0,904,556,23,52
img1516,0,765,396,21,42
img1516,0,994,559,23,49
img1516,0,958,437,22,45
img1516,0,901,390,21,43
img1516,0,679,444,23,48
img1516,0,987,441,21,38
img1516,0,964,558,24,48
img1516,0,954,385,23,41
img1516,0,1403,0,26,7
img1516,0,1187,125,29,42
img1516,0,1507,251,45,22
img1516,0,983,388,22,40
img1516,0,1502,216,50,20
img1516,0,1017,440,21,48
img1516,0,1506,235,48,22
img1516,0,1011,389,20,41
img1516,0,995,560,23,48
img1516,0,1449,29,42,23
img1516,0,1515,271,45,22
img1516,0,1607,244,25,40
img1516,0,1671,238,32,48
img1516,0,1624,168,27,40
img1516,0,1705,563,37,57
img1516,0,1635,344,30,47
img1516,0,1667,449,34,49
img1516,0,1450,29,42,23
img1516,0,574,630,27,52
img1516,0,510,620,27,54
img1516,0,552,563,24,49
img1516,0,540,622,27,52
img1516,0,520,561,28,50
img1516,0,596,449,23,44
img1516,0,624,444,24,47
img1516,0,650,445,24,45
img1516,0,787,558,25,51
img1516,0,735,443,24,49
img1516,0,791,444,22,47
img1516,0,762,444,23,46
img1516,0,709,444,22,42
img1516,0,608,564,27,52
img1516,0,848,445,23,45
img1516,0,903,443,25,50
img1516,0,876,556,23,51
img1516,0,670,555,28,52
img1516,0,640,561,27,49
img1516,0,1018,441,22,48
img1516,0,788,558,24,51
img1516,0,733,443,25,49
img1516,0,708,444,23,42
img1516,0,994,560,23,48
img1516,0,678,444,24,48
img1516,0,651,445,24,45
img1516,0,1039,752,25,59
img1516,0,1076,832,28,56
img1516,0,1069,747,29,57
img1516,0,670,555,27,52
img1516,0,975,754,28,59
img1516,0,1077,832,28,56
img1516,0,976,754,27,59
img1516,2,1679,852,17,15
img1516,0,1746,694,39,55
img1516,0,1725,628,37,55
img1516,0,1667,450,34,49
img1517,0,813,584,33,45
img1517,0,847,503,32,42
img1517,0,1691,461,33,23
img1517,1,725,510,36,39
img1517,1,769,626,56,80
img1517,0,608,791,63,81
img1517,1,849,504,29,44
img1517,0,850,504,28,43
img1517,1,723,516,37,38
img1517,0,1689,459,38,26
img1517,0,849,505,26,42
img1517,1,724,516,36,38
img1517,0,608,790,63,84
img1517,0,978,1071,23,9
img1517,0,978,1070,23,10
img1517,0,1689,457,37,28
img1518,0,650,563,60,34
img1518,0,480,558,66,30
img1518,0,1383,602,66,31
img1518,0,969,585,69,30
img1518,0,1051,590,63,27
img1518,0,810,577,60,30
img1518,0,888,583,72,30
img1518,0,1209,598,72,30
img1518,0,1297,599,74,34
img1518,0,1134,590,66,30
img1518,0,476,558,73,31
img1518,0,477,558,73,31
img1518,0,889,582,70,31
img1518,0,649,562,60,36
img1518,0,809,577,62,30
img1518,0,1209,597,70,30
img1518,0,889,582,70,30
img1518,0,970,585,68,30
img1518,0,649,564,60,35
img1518,0,809,577,61,30
img1518,0,1051,590,66,28
img1518,0,1133,590,66,31
img1518,0,1383,604,66,31
img1518,0,968,585,69,30
img1518,0,1297,600,74,34
img1518,0,1209,598,73,31
img1518,0,1052,590,64,28
img1518,0,1383,604,64,31
img1518,0,476,558,72,31
img1518,0,809,577,62,29
img1518,0,889,581,70,30
img1518,0,648,564,59,35
img1518,0,970,586,68,30
img1518,0,888,582,72,31
img1518,0,1209,598,70,31
img1518,0,968,586,70,30
img1518,0,1382,604,66,31
img1518,0,1298,599,72,34
img1518,0,1796,708,88,38
img1518,0,1296,599,73,34
img1519,2,1220,500,24,35
img1519,2,835,520,24,42
img1519,2,407,36,20,30
img1519,2,804,679,30,38
img1519,3,64,349,33,50
img1519,2,1051,259,26,35
img1519,2,685,652,32,42
img1519,3,1325,840,69,42
img1519,1,15,376,198,124
img1519,3,86,139,42,29
img1519,3,1351,881,63,42
img1519,3,402,41,33,34
img1519,3,1378,1006,74,45
img1519,0,762,151,47,70
img1519,3,1370,961,74,39
img1519,3,820,531,56,33
img1519,3,1052,263,26,43
img1519,3,675,658,62,38
img1519,3,1199,505,56,34
img1519,3,792,686,60,35
img1519,0,1302,111,62,69
img1519,0,792,44,39,49
img1519,1,1045,53,45,68
img1519,0,1056,176,44,65
img1519,0,783,82,45,70
img1519,0,1053,118,42,56
img1519,0,1831,448,87,61
img1519,0,1699,669,171,81
img1519,0,1624,446,147,64
img1519,0,1459,440,146,69
img1519,1,13,428,172,69
img1519,3,60,349,38,49
img1519,2,407,38,21,26
img1519,3,85,140,41,28
img1519,3,402,44,32,33
img1519,0,805,1,41,41
img1519,2,837,522,26,39
img1519,3,819,535,57,29
img1519,0,761,151,49,76
img1519,0,791,47,41,46
img1519,0,784,84,46,72
img1519,1,1036,52,59,70
img1519,0,807,1,40,41
img1519,2,837,522,25,39
img1519,2,1052,262,23,32
img1519,3,1055,263,22,42
img1519,3,818,535,58,29
img1519,0,1052,115,43,61
img1519,1,1045,0,34,29
img1519,0,784,84,47,72
img1519,0,1056,175,47,66
img1519,1,1039,53,57,70
img1519,0,1304,116,59,64
img1519,0,1461,438,138,69
img1519,0,1835,450,84,60
img1519,0,1304,116,60,64
img1519,0,1461,440,146,68
img1519,0,1625,449,148,58
img1519,3,675,655,64,42
img1519,2,817,681,18,34
img1519,2,802,680,24,40
img1519,2,837,523,26,38
img1519,2,830,685,19,26
img1519,3,819,534,57,31
img1519,3,674,654,64,43
img1519,2,815,681,18,34
img1519,3,818,534,58,31
img1519,0,1461,442,138,66
img1519,0,1835,452,84,58
img1519,0,1697,670,182,79
img1519,0,1460,442,146,66
img1519,0,1625,448,148,59
img1520,3,1275,30,42,27
img1520,0,0,906,42,54
img1520,3,1278,59,44,27
img1520,0,886,257,114,54
img1520,0,1029,82,114,51
img1520,0,1076,741,122,51
img1520,0,1047,480,117,56
img1520,0,1048,130,90,51
img1520,0,101,692,128,51
img1520,0,595,457,114,54
img1520,0,600,58,110,50
img1520,0,1030,300,116,56
img1520,0,1078,605,117,57
img1520,0,1059,427,116,50
img1520,0,99,826,123,50
img1520,0,588,5,111,53
img1520,0,894,90,105,51
img1520,0,577,780,129,57
img1520,0,888,437,120,57
img1520,0,581,165,117,53
img1520,0,912,763,126,54
img1520,0,938,826,122,57
img1520,0,590,649,122,54
img1520,0,1080,674,114,53
img1520,0,1066,361,104,51
img1520,0,933,689,102,50
img1520,0,106,890,129,61
img1520,0,605,582,108,54
img1520,0,892,375,101,54
img1520,0,923,618,117,56
img1520,0,891,500,122,58
img1520,0,587,520,129,51
img1520,0,585,341,120,54
img1520,0,590,277,120,56
img1520,0,1026,243,114,56
img1520,0,876,35,114,54
img1520,0,1045,544,111,50
img1520,0,584,718,122,54
img1520,0,892,314,116,60
img1520,0,598,223,102,50
img1520,0,1021,192,108,50
img1520,0,882,197,114,56
img1520,0,603,110,108,54
img1520,0,876,142,114,56
img1520,0,600,54,39,59
img1520,0,605,583,34,54
img1520,0,588,4,51,55
img1520,0,605,110,34,56
img1520,0,580,167,59,49
img1520,0,588,281,51,57
img1520,0,920,624,39,15
img1520,0,893,505,66,54
img1520,0,606,581,106,53
img1520,0,893,315,66,58
img1520,0,588,280,124,54
img1520,0,599,222,102,51
img1520,0,889,438,70,55
img1520,0,875,0,84,36
img1520,0,580,166,120,48
img1520,0,606,109,106,53
img1520,0,589,6,110,53
img1520,0,586,521,131,50
img1520,0,602,59,110,53
img1520,0,584,341,120,52
img1520,0,595,458,114,52
img1520,3,1268,6,11,16
img1520,0,921,620,116,19
img1520,0,1046,131,92,53
img1520,0,1079,605,121,34
img1520,0,892,314,116,59
img1520,0,893,377,101,54
img1520,0,894,92,106,51
img1520,0,1029,300,118,51
img1520,0,887,436,121,56
img1520,0,894,502,120,56
img1520,0,1027,244,114,54
img1520,0,1067,363,104,52
img1520,0,874,0,111,36
img1520,0,1047,482,120,54
img1520,0,884,257,116,53
img1520,0,1028,83,116,53
img1520,0,1022,191,108,53
img1520,0,876,144,115,56
img1520,0,875,36,114,53
img1520,0,1043,545,114,50
img1520,0,1059,426,118,51
img1520,0,883,199,113,53
img1520,3,1271,0,41,21
img1520,3,1278,58,44,30
img1520,3,1277,31,40,26
img1520,0,1046,482,120,54
img1520,0,1021,191,108,53
img1520,0,1044,545,114,50
img1520,0,0,902,46,60
img1520,0,580,783,59,57
img1520,0,585,719,54,53
img1520,0,106,891,130,58
img1520,0,102,691,130,53
img1520,0,98,824,126,51
img1520,0,893,504,66,56
img1520,0,936,833,23,52
img1520,0,589,650,122,52
img1520,0,607,581,106,54
img1520,0,889,441,70,53
img1520,0,587,520,130,52
img1520,0,587,719,118,53
img1520,0,581,782,122,55
img1520,0,595,458,114,51
img1520,0,938,828,124,56
img1520,0,911,765,128,54
img1520,0,1080,676,115,52
img1520,0,1080,607,118,54
img1520,0,1077,743,122,50
img1520,0,887,441,122,52
img1520,0,1043,545,114,49
img1520,0,935,692,102,48
img1520,0,893,502,121,56
img1520,0,923,619,116,53
img1520,0,1081,676,114,52
img1520,0,1042,545,115,49
img1520,0,1045,482,121,54
img1521,0,1743,0,21,14
img1521,0,1729,41,21,30
img1521,2,1181,150,6,8
img1521,0,1608,84,18,23
img1521,0,1853,87,21,19
img1521,3,1180,150,8,15
img1521,2,1197,769,9,14
img1521,0,1396,73,21,34
img1521,0,1369,269,26,22
img1521,0,1365,249,24,19
img1521,3,1197,769,9,22
img1521,0,1198,235,15,31
img1521,0,1358,230,27,18
img1521,0,1785,45,26,29
img1521,0,1174,991,27,60
img1521,0,1619,39,18,27
img1521,0,1170,652,24,50
img1521,0,1809,43,24,30
img1521,0,1384,376,45,20
img1521,0,1462,79,21,29
img1521,0,1398,495,50,27
img1521,1,856,621,32,92
img1521,0,1214,784,26,56
img1521,0,1460,156,21,33
img1521,0,1637,40,21,29
img1521,0,1395,399,45,20
img1521,0,1537,81,24,30
img1521,0,1355,176,44,20
img1521,0,1355,196,44,20
img1521,0,1561,81,24,33
img1521,0,1488,80,24,30
img1521,0,1138,400,21,42
img1521,1,779,886,68,38
img1521,0,792,935,60,29
img1521,0,1379,529,44,38
img1521,0,1383,112,44,23
img1521,0,1421,820,51,45
img1521,0,792,1002,63,27
img1521,2,1180,150,7,10
img1521,3,1179,149,9,17
img1521,0,1197,235,18,33
img1521,0,1139,399,22,42
img1521,0,1552,0,20,6
img1521,3,1179,150,9,16
img1521,0,1365,250,22,20
img1521,0,1370,270,27,20
img1521,0,1358,232,28,18
img1521,0,1460,156,23,35
img1521,0,1379,530,46,38
img1521,0,1538,80,23,31
img1521,0,1394,398,46,22
img1521,0,1464,79,22,29
img1521,0,1397,74,21,36
img1521,0,1355,196,44,22
img1521,0,1560,81,24,34
img1521,0,1488,81,24,29
img1521,0,1398,496,51,27
img1521,0,1384,378,50,20
img1521,0,1356,177,44,22
img1521,0,1381,112,46,23
img1521,0,1853,87,22,21
img1521,0,1618,40,19,27
img1521,0,1720,0,23,10
img1521,0,1765,0,24,8
img1521,0,1742,0,23,15
img1521,0,1359,232,28,18
img1521,0,1806,45,28,31
img1521,0,1639,41,22,29
img1521,0,1786,46,26,30
img1521,0,1393,398,46,22
img1521,0,1560,81,23,34
img1521,0,1354,196,44,22
img1521,0,1397,496,52,27
img1521,0,1383,378,50,20
img1521,3,526,1040,24,40
img1521,1,855,657,29,60
img1521,1,778,888,70,39
img1521,0,791,935,61,28
img1521,0,792,1003,64,28
img1521,2,1199,770,10,20
img1521,1,855,657,30,60
img1521,3,1199,768,10,24
img1521,0,1213,782,28,59
img1521,0,1174,991,28,62
img1521,0,1169,652,26,52
img1521,0,792,1003,63,28
img1521,0,1213,783,28,58
img1521,0,1396,496,52,27
img1521,0,1174,992,28,60
img1521,0,1379,529,45,37
img1521,0,1420,818,54,48
img1522,0,1908,151,12,35
img1522,2,49,202,14,18
img1522,0,0,204,20,47
img1522,1,1884,258,36,69
img1522,0,1829,3,45,27
img1522,3,49,202,15,19
img1522,2,76,194,14,19
img1522,3,1585,314,39,23
img1522,0,1627,215,81,38
img1522,3,1460,765,51,30
img1522,3,1601,379,21,31
img1522,3,202,970,68,61
img1522,3,1455,786,54,31
img1522,3,1618,354,20,27
img1522,3,1577,371,20,30
img1522,3,221,977,72,66
img1522,3,1603,300,39,20
img1522,3,1600,307,36,20
img1522,3,1595,347,20,30
img1522,3,1470,723,56,35
img1522,0,0,376,41,58
img1522,3,1576,341,20,33
img1522,0,1621,230,80,34
img1522,0,1795,78,38,43
img1522,3,1615,328,44,30
img1522,3,1628,320,36,23
img1522,0,1017,224,74,50
img1522,0,814,214,75,47
img1522,0,1651,202,75,38
img1522,0,848,200,69,45
img1522,0,1232,290,75,61
img1522,0,770,223,81,54
img1522,0,1102,250,63,53
img1522,0,1609,240,84,46
img1522,0,1598,259,84,51
img1522,0,96,476,72,51
img1522,0,664,275,87,57
img1522,0,1397,792,90,136
img1522,0,1138,263,74,56
img1522,0,1184,275,74,60
img1522,0,298,396,59,46
img1522,0,64,241,120,65
img1522,0,18,208,108,66
img1522,0,238,418,56,46
img1522,0,0,817,122,114
img1522,0,359,370,59,43
img1522,0,172,450,63,50
img1522,0,880,185,66,47
img1522,0,1629,692,98,135
img1522,2,433,600,22,32
img1522,0,97,479,69,46
img1522,0,0,383,42,53
img1522,0,357,371,60,45
img1522,0,23,211,102,62
img1522,0,173,455,57,44
img1522,0,67,242,108,60
img1522,0,297,397,60,46
img1522,0,242,420,51,47
img1522,2,433,600,21,32
img1522,0,358,371,59,45
img1522,0,670,280,83,52
img1522,0,878,187,68,48
img1522,0,774,226,75,51
img1522,0,822,216,68,47
img1522,0,846,203,70,42
img1522,0,1021,226,70,51
img1522,0,1102,250,63,55
img1522,0,1187,278,66,58
img1522,0,1141,265,68,54
img1522,0,880,186,66,47
img1522,0,846,203,70,41
img1522,3,1515,282,34,23
img1522,3,1523,308,38,24
img1522,3,1545,317,24,30
img1522,3,1577,362,21,39
img1522,3,1584,317,15,21
img1522,3,1576,341,22,32
img1522,0,1234,292,70,60
img1522,0,1141,265,68,53
img1522,3,1650,332,16,24
img1522,3,1618,355,19,26
img1522,1,1883,265,37,62
img1522,0,1911,150,9,36
img1522,3,1514,282,35,23
img1522,3,1545,319,24,29
img1522,3,1624,321,40,25
img1522,3,1596,346,20,32
img1522,3,1616,328,42,28
img1522,3,1598,300,47,24
img1522,3,1578,370,20,32
img1522,3,1583,316,41,23
img1522,3,1602,378,23,34
img1522,3,1576,341,22,33
img1522,0,1795,79,37,42
img1522,0,1612,241,79,45
img1522,0,1652,203,72,41
img1522,0,1600,258,83,52
img1522,0,1628,217,79,41
img1522,0,2,823,110,112
img1522,0,98,479,66,46
img1522,0,0,820,54,44
img1522,0,173,455,57,45
img1522,3,1454,782,55,36
img1522,3,1471,722,56,40
img1522,0,1399,786,93,152
img1522,3,1465,764,49,31
img1522,3,1472,722,56,40
img1522,0,1633,688,93,140
img1523,0,901,600,122,220
img1523,0,1064,192,99,70
img1523,0,1349,320,126,109
img1523,0,1136,218,180,89
img1523,0,774,196,174,80
img1523,0,535,38,140,76
img1523,0,1097,391,198,122
img1523,0,850,232,183,88
img1523,0,731,51,150,64
img1523,0,994,334,194,104
img1523,0,930,280,176,95
img1523,0,566,37,73,79
img1523,0,775,192,170,86
img1523,0,576,38,100,76
img1523,0,736,52,146,63
img1523,0,993,332,217,96
img1523,0,775,192,168,86
img1523,0,1066,198,76,68
img1523,0,932,274,184,103
img1523,0,841,231,202,90
img1523,3,1585,520,14,16
img1524,0,1297,431,39,97
img1524,0,909,4,72,49
img1524,0,1372,15,86,46
img1524,0,1273,569,80,35
img1524,0,1525,183,87,42
img1524,0,1111,692,39,80
img1524,0,919,60,75,42
img1524,0,1445,674,90,37
img1524,0,1715,347,81,38
img1524,0,1556,552,93,42
img1524,0,1516,136,86,42
img1524,0,1546,414,87,39
img1524,0,1297,341,44,85
img1524,0,1439,566,90,34
img1524,0,908,491,84,35
img1524,0,1382,71,86,39
img1524,0,1459,724,81,38
img1524,0,1276,665,84,35
img1524,0,1427,475,90,35
img1524,0,1419,386,93,38
img1524,0,1558,600,86,43
img1524,0,1273,618,87,39
img1524,0,1543,234,74,39
img1524,0,1405,285,86,41
img1524,0,1528,279,80,38
img1524,0,904,431,87,39
img1524,0,929,339,77,35
img1524,0,936,387,87,35
img1524,0,1563,652,86,39
img1524,0,930,226,84,42
img1524,0,1505,91,92,43
img1524,0,1434,518,92,38
img1524,0,1548,503,90,43
img1524,0,1411,333,92,45
img1524,0,1551,458,84,41
img1524,0,918,128,86,42
img1524,0,1164,654,42,84
img1524,0,1433,613,87,38
img1524,0,1534,324,90,42
img1524,0,936,387,23,38
img1524,0,920,61,39,41
img1524,0,929,227,30,41
img1524,0,1098,0,43,54
img1524,0,1043,0,34,47
img1524,0,937,387,86,38
img1524,0,912,6,70,48
img1524,0,908,493,83,34
img1524,0,919,127,86,42
img1524,0,921,62,73,40
img1524,0,931,341,76,36
img1524,0,903,433,88,37
img1524,0,930,228,83,40
img1524,0,1556,558,43,39
img1524,0,1535,327,64,40
img1524,0,1044,0,34,47
img1524,0,1545,416,54,38
img1524,0,1374,14,88,48
img1524,0,1526,186,73,40
img1524,0,1299,340,42,86
img1524,0,1408,286,84,42
img1524,0,1274,570,80,36
img1524,0,1418,388,92,36
img1524,0,1384,72,84,39
img1524,0,1428,476,88,35
img1524,0,1439,567,90,34
img1524,0,1548,507,51,41
img1524,0,1412,333,92,45
img1524,0,1504,91,92,45
img1524,0,1435,520,90,38
img1524,0,1527,279,81,38
img1524,0,1559,600,86,39
img1524,0,1300,341,42,86
img1524,0,1526,183,86,42
img1524,0,1547,414,86,39
img1524,0,1717,347,81,37
img1524,0,1518,136,84,43
img1524,0,1555,554,93,43
img1524,0,1533,325,90,41
img1524,0,1551,459,86,42
img1524,0,1383,72,84,39
img1524,0,1543,235,73,40
img1524,0,1549,503,88,45
img1524,0,1505,91,92,45
img1524,0,1436,520,90,38
img1524,0,1110,692,40,83
img1524,0,1167,657,41,84
img1524,0,1556,556,43,40
img1524,0,1111,692,40,83
img1524,0,1427,478,88,34
img1524,0,1434,615,86,37
img1524,0,1434,518,92,39
img1524,0,1445,673,90,38
img1524,0,1278,666,83,36
img1524,0,1458,725,81,37
img1524,0,1273,618,88,40
img1524,0,1439,567,88,34
img1524,0,1428,478,88,34
img1524,0,1559,602,86,43
img1524,0,1552,460,84,41
img1524,0,1549,504,88,43
img1524,0,1435,518,92,39
img1524,0,1564,652,86,40
img1524,0,1444,673,91,38
img1524,0,1555,554,94,43
img1524,0,1459,725,81,37
img1524,0,1440,567,88,34
img1525,3,505,886,26,11
img1525,3,371,761,24,11
img1525,2,1117,592,9,8
img1525,3,57,397,17,18
img1525,3,650,53,9,18
img1525,3,659,55,8,16
img1525,3,921,225,9,19
img1525,0,897,215,21,33
img1525,3,927,217,18,14
img1525,3,537,890,24,11
img1525,3,666,55,12,16
img1525,3,878,237,23,12
img1525,0,657,88,45,14
img1525,2,422,838,14,15
img1525,0,308,67,51,19
img1525,0,495,107,51,18
img1525,0,635,158,21,34
img1525,0,553,105,39,23
img1525,0,851,200,23,46
img1525,0,669,211,24,42
img1525,0,695,117,21,34
img1525,1,874,206,21,31
img1525,0,610,118,21,35
img1525,0,95,401,39,51
img1525,0,240,395,35,47
img1525,0,825,205,24,46
img1525,0,208,397,32,49
img1525,1,943,209,20,33
img1525,0,1504,76,27,41
img1525,0,431,345,54,37
img1525,1,719,99,27,49
img1525,0,801,210,24,46
img1525,0,414,428,59,30
img1525,1,947,435,32,53
img1525,0,808,280,63,29
img1525,0,141,394,36,50
img1525,0,636,200,36,45
img1525,0,1083,223,48,27
img1525,1,308,45,66,27
img1525,3,59,395,13,18
img1525,0,552,108,43,23
img1525,1,312,46,63,26
img1525,0,240,396,32,46
img1525,0,494,105,52,21
img1525,0,309,65,50,22
img1525,0,210,400,31,44
img1525,0,610,118,23,36
img1525,0,417,430,54,28
img1525,0,94,401,39,52
img1525,0,142,396,35,48
img1525,0,433,345,48,37
img1525,3,668,54,8,17
img1525,3,653,55,8,15
img1525,0,898,216,22,32
img1525,0,552,108,43,24
img1525,3,880,235,23,14
img1525,3,922,226,10,19
img1525,0,635,158,21,35
img1525,3,660,56,8,16
img1525,3,928,221,18,14
img1525,0,851,200,25,48
img1525,0,658,90,39,12
img1525,0,696,117,22,33
img1525,1,874,205,24,34
img1525,0,495,105,52,21
img1525,0,668,211,27,41
img1525,0,827,208,22,44
img1525,0,637,200,36,44
img1525,0,804,212,23,43
img1525,1,720,100,28,48
img1525,0,811,281,57,29
img1525,0,431,345,49,37
img1525,3,669,54,8,17
img1525,0,897,216,22,32
img1525,3,661,56,8,16
img1525,0,852,200,24,48
img1525,0,695,117,22,33
img1525,1,948,435,32,54
img1525,0,826,208,23,44
img1525,1,944,211,20,32
img1525,0,1082,226,48,23
img1525,0,1503,78,29,39
img1525,0,1504,78,28,39
img1525,3,369,761,25,13
img1526,0,1914,189,6,34
img1526,2,1072,63,12,19
img1526,0,1914,232,6,35
img1526,3,1440,485,12,19
img1526,3,1395,487,8,19
img1526,0,1910,328,9,41
img1526,3,1414,485,8,18
img1526,3,1403,486,8,18
img1526,0,920,1010,27,61
img1526,0,952,149,18,33
img1526,0,940,428,21,46
img1526,0,935,552,23,47
img1526,0,1029,535,44,23
img1526,0,947,229,21,39
img1526,0,1028,560,45,23
img1526,0,1019,612,51,23
img1526,0,945,325,18,42
img1526,0,1779,329,30,42
img1526,1,1381,312,21,57
img1526,0,1020,953,63,31
img1526,0,1815,239,30,38
img1526,0,1021,586,51,23
img1526,0,1596,338,26,38
img1526,0,1458,76,20,27
img1526,0,1696,329,30,41
img1526,0,947,189,21,38
img1526,0,1860,334,27,41
img1526,0,1495,113,21,33
img1526,0,1564,334,27,41
img1526,0,1621,337,27,41
img1526,0,1788,232,27,41
img1526,0,1538,111,26,34
img1526,0,1763,236,27,38
img1526,0,1888,231,30,41
img1526,0,1751,332,32,39
img1526,0,1709,235,30,39
img1526,0,1613,385,27,43
img1526,0,1667,376,27,43
img1526,0,1860,233,30,39
img1526,0,1749,388,30,42
img1526,0,1806,327,30,42
img1526,0,1838,240,27,37
img1526,0,1663,241,27,34
img1526,0,1722,331,30,35
img1526,0,1693,378,27,43
img1526,0,1614,241,26,37
img1526,0,1586,238,26,39
img1526,0,1737,237,30,41
img1526,0,1540,335,27,43
img1526,0,1533,234,26,41
img1526,0,1859,383,27,41
img1526,0,1776,375,27,47
img1526,0,1561,237,24,38
img1526,0,1829,327,32,41
img1526,0,1641,386,30,46
img1526,0,1884,187,30,38
img1526,0,1666,329,32,42
img1526,0,1639,237,26,42
img1526,0,1883,331,32,41
img1526,0,1470,115,26,34
img1526,0,1883,382,30,47
img1526,0,1720,384,27,46
img1526,0,1584,384,27,43
img1526,0,1803,374,30,49
img1526,0,1829,375,27,46
img1526,0,948,233,11,37
img1526,0,944,326,15,42
img1526,0,948,188,11,38
img1526,0,940,429,19,46
img1526,0,934,553,23,50
img1526,2,1075,65,9,18
img1526,0,940,429,23,46
img1526,0,945,324,20,43
img1526,0,1016,612,55,23
img1526,0,951,149,17,34
img1526,0,1021,584,52,27
img1526,0,1026,560,48,24
img1526,0,935,552,24,51
img1526,0,948,229,20,41
img1526,0,1027,536,46,24
img1526,0,948,189,20,38
img1526,0,1382,340,19,30
img1526,2,1073,65,10,18
img1526,1,1381,313,21,57
img1526,3,1404,486,8,20
img1526,3,1395,488,10,20
img1526,3,1439,485,13,22
img1526,3,1413,486,10,19
img1526,0,1584,384,15,44
img1526,0,1458,76,22,28
img1526,0,1020,584,52,27
img1526,0,1026,560,47,24
img1526,0,1494,114,23,34
img1526,0,1539,110,25,35
img1526,0,1540,337,30,46
img1526,0,1534,235,27,41
img1526,0,1470,116,27,34
img1526,0,1561,236,25,39
img1526,0,1565,333,28,41
img1526,0,1915,190,5,35
img1526,0,1910,329,10,41
img1526,0,1914,234,6,36
img1526,3,1403,486,9,20
img1526,0,1802,376,31,47
img1526,0,1881,382,33,47
img1526,0,1859,383,29,41
img1526,0,1457,76,22,28
img1526,0,1840,241,28,37
img1526,0,1882,331,36,42
img1526,0,1765,236,26,39
img1526,0,1884,187,31,38
img1526,0,1860,233,31,41
img1526,0,1859,334,29,42
img1526,0,1886,233,31,41
img1526,0,1750,332,35,39
img1526,0,1814,238,31,40
img1526,0,1804,328,35,43
img1526,0,1585,383,29,45
img1526,0,1614,241,26,38
img1526,0,1830,328,34,42
img1526,0,1622,337,28,42
img1526,0,1721,384,29,46
img1526,0,1587,237,26,41
img1526,0,1778,330,31,43
img1526,0,1696,329,31,41
img1526,0,1665,378,30,43
img1526,0,1611,386,29,43
img1526,0,1736,237,32,42
img1526,0,1636,236,28,44
img1526,0,1827,375,30,45
img1526,0,1786,230,31,44
img1526,0,1667,331,33,42
img1526,0,1708,235,32,41
img1526,0,1597,338,25,39
img1526,0,1663,240,28,35
img1526,0,1748,389,32,42
img1526,0,1564,333,28,41
img1526,0,1722,332,31,36
img1526,0,1692,377,31,46
img1526,0,1640,384,32,47
img1526,0,1775,376,30,48
img1526,0,920,1010,30,63
img1526,0,1022,953,64,34
img1526,0,934,553,24,50
img1526,0,1027,535,46,25
img1526,0,1014,612,56,24
img1526,3,1413,486,10,20
img1526,0,1028,560,46,24
img1526,0,1015,612,56,24
img1526,3,1440,485,14,22
img1526,3,1412,486,11,20
img1527,2,713,664,9,15
img1527,3,715,669,26,18
img1527,2,556,704,8,11
img1527,2,536,710,8,10
img1527,2,714,665,10,13
img1527,2,537,710,8,10
img1528,0,976,380,84,53
img1528,2,522,690,63,155
img1528,2,1016,430,27,61
img1528,1,1120,340,189,88
img1528,0,1528,360,128,54
img1528,0,1679,354,141,57
img1528,0,1354,355,159,65
img1528,0,986,383,75,48
img1528,1,1115,345,164,86
img1528,1,1110,344,202,88
img1528,0,987,383,74,49
img1528,0,1350,356,168,63
img1528,0,1675,355,148,57
img1528,0,1529,362,126,55
img1528,2,537,796,26,48
img1528,2,556,787,22,42
img1528,2,556,787,23,42
img1529,3,1655,26,20,19
img1529,0,0,604,20,64
img1529,2,1661,21,9,15
img1529,0,1725,108,33,34
img1529,3,1788,94,15,26
img1529,2,1777,144,14,15
img1529,3,1764,74,15,23
img1529,3,1777,82,15,26
img1529,3,1468,381,44,30
img1529,3,1447,347,39,22
img1529,3,1369,989,69,41
img1529,3,1462,447,20,34
img1529,3,1435,439,21,34
img1529,3,1774,147,15,23
img1529,3,1433,368,39,23
img1529,1,1717,135,39,50
img1529,3,1472,412,21,33
img1529,3,1377,956,62,42
img1529,3,1427,402,21,34
img1529,0,1596,82,36,43
img1529,3,1450,408,20,34
img1529,3,1386,902,60,45
img1529,1,1706,704,81,133
img1529,0,1725,79,33,34
img1529,0,1467,248,72,38
img1529,3,1444,358,38,22
img1529,0,1438,303,86,50
img1529,0,1821,394,56,66
