EmpId,EmpShift,DeptId,Zone,DateTime,ToolScanTime,Img
EMP343,8:30,DEPT4,AZ,2023-09-18 08:33:00,1.08,AZ_20230918_EMP343
EMP276,8:30,DEPT2,AZ,2023-09-18 08:33:00,1.16,AZ_20230918_EMP276
EMP069,8:30,DEPT4,HQ,2023-09-18 08:33:00,0.6,HQ_20230918_EMP069
EMP070,8:30,DEPT2,HQ,2023-09-18 08:33:00,0.53,HQ_20230918_EMP070
EMP121,8:30,DEPT4,HQ,2023-09-18 08:33:00,0.45,HQ_20230918_EMP121
EMP317,8:30,DEPT3,AZ,2023-09-18 08:34:00,1.14,AZ_20230918_EMP317
EMP048,8:30,DEPT4,HQ,2023-09-18 08:34:00,0.61,HQ_20230918_EMP048
EMP058,8:30,DEPT3,HQ,2023-09-18 08:34:00,0.52,HQ_20230918_EMP058
EMP067,8:30,DEPT3,HQ,2023-09-18 08:34:00,0.56,HQ_20230918_EMP067
EMP128,8:30,DEPT4,HQ,2023-09-18 08:34:00,0.52,HQ_20230918_EMP128
EMP097,8:30,DEPT1,HQ,2023-09-18 08:35:00,0.5,HQ_20230918_EMP097
EMP056,8:30,DEPT2,HQ,2023-09-18 08:35:00,0.45,HQ_20230918_EMP056
EMP059,8:30,DEPT4,HQ,2023-09-18 08:35:00,0.49,HQ_20230918_EMP059
EMP271,8:30,DEPT3,AZ,2023-09-18 08:35:00,1.13,AZ_20230918_EMP271
EMP296,8:30,DEPT4,AZ,2023-09-18 08:35:00,1.12,AZ_20230918_EMP296
EMP289,8:30,DEPT2,AZ,2023-09-18 08:35:00,1.12,AZ_20230918_EMP289
EMP299,8:30,DEPT3,AZ,2023-09-18 08:35:00,1.03,AZ_20230918_EMP299
EMP311,8:30,DEPT2,AZ,2023-09-18 08:35:00,1.07,AZ_20230918_EMP311
EMP290,8:30,DEPT2,AZ,2023-09-18 08:35:00,1.14,AZ_20230918_EMP290
EMP112,8:30,DEPT2,HQ,2023-09-18 08:36:00,0.54,HQ_20230918_EMP112
EMP066,8:30,DEPT1,HQ,2023-09-18 08:36:00,0.54,HQ_20230918_EMP066
EMP114,8:30,DEPT4,HQ,2023-09-18 08:36:00,0.53,HQ_20230918_EMP114
EMP287,8:30,DEPT1,AZ,2023-09-18 08:36:00,1.14,AZ_20230918_EMP287
EMP087,8:30,DEPT4,HQ,2023-09-18 08:36:00,0.52,HQ_20230918_EMP087
EMP094,8:30,DEPT3,HQ,2023-09-18 08:36:00,0.52,HQ_20230918_EMP094
EMP131,8:30,DEPT3,HQ,2023-09-18 08:36:00,0.51,HQ_20230918_EMP131
EMP062,8:30,DEPT4,HQ,2023-09-18 08:37:00,0.51,HQ_20230918_EMP062
EMP263,8:30,DEPT3,AZ,2023-09-18 08:37:00,1.11,AZ_20230918_EMP263
EMP348,8:30,DEPT4,AZ,2023-09-18 08:38:00,1.05,AZ_20230918_EMP348
EMP321,8:30,DEPT4,AZ,2023-09-18 08:39:00,1.12,AZ_20230918_EMP321
EMP344,8:30,DEPT4,AZ,2023-09-18 08:39:00,1.07,AZ_20230918_EMP344
EMP327,8:30,DEPT3,AZ,2023-09-18 08:39:00,1.12,AZ_20230918_EMP327
EMP259,8:30,DEPT2,AZ,2023-09-18 08:39:00,1.07,AZ_20230918_EMP259
EMP055,8:30,DEPT2,HQ,2023-09-18 08:39:00,0.52,HQ_20230918_EMP055
EMP133,8:30,DEPT2,HQ,2023-09-18 08:40:00,0.56,HQ_20230918_EMP133
EMP077,8:30,DEPT4,HQ,2023-09-18 08:40:00,0.54,HQ_20230918_EMP077
EMP074,8:30,DEPT4,HQ,2023-09-18 08:40:00,0.54,HQ_20230918_EMP074
EMP072,8:30,DEPT2,HQ,2023-09-18 08:40:00,0.61,HQ_20230918_EMP072
EMP254,8:30,DEPT3,AZ,2023-09-18 08:40:00,1.14,AZ_20230918_EMP254
EMP042,8:30,DEPT1,HQ,2023-09-18 08:40:00,0.48,HQ_20230918_EMP042
EMP052,8:30,DEPT4,HQ,2023-09-18 08:41:00,0.56,HQ_20230918_EMP052
EMP258,8:30,DEPT4,AZ,2023-09-18 08:41:00,1.15,AZ_20230918_EMP258
EMP053,8:30,DEPT4,HQ,2023-09-18 08:41:00,0.52,HQ_20230918_EMP053
EMP043,8:30,DEPT4,HQ,2023-09-18 08:41:00,0.61,HQ_20230918_EMP043
EMP040,8:30,DEPT4,HQ,2023-09-18 08:41:00,0.51,HQ_20230918_EMP040
EMP049,8:30,DEPT1,HQ,2023-09-18 08:41:00,0.56,HQ_20230918_EMP049
EMP222,8:30,DEPT4,AZ,2023-09-18 08:41:00,1.14,AZ_20230918_EMP222
EMP329,8:30,DEPT3,AZ,2023-09-18 08:41:00,1.04,AZ_20230918_EMP329
EMP251,8:30,DEPT1,AZ,2023-09-18 08:41:00,1.1,AZ_20230918_EMP251
EMP092,8:30,DEPT4,HQ,2023-09-18 08:41:00,0.53,HQ_20230918_EMP092
EMP036,8:30,DEPT4,HQ,2023-09-18 08:42:00,0.47,HQ_20230918_EMP036
EMP279,8:30,DEPT3,AZ,2023-09-18 08:42:00,1.08,AZ_20230918_EMP279
EMP109,8:30,DEPT3,HQ,2023-09-18 08:42:00,0.5,HQ_20230918_EMP109
EMP085,8:30,DEPT2,HQ,2023-09-18 08:42:00,0.61,HQ_20230918_EMP085
EMP123,8:30,DEPT4,HQ,2023-09-18 08:42:00,0.56,HQ_20230918_EMP123
EMP083,8:30,DEPT3,HQ,2023-09-18 08:42:00,0.52,HQ_20230918_EMP083
EMP292,8:30,DEPT1,AZ,2023-09-18 08:42:00,1.08,AZ_20230918_EMP292
EMP325,8:30,DEPT4,AZ,2023-09-18 08:42:00,1.14,AZ_20230918_EMP325
EMP100,8:30,DEPT1,HQ,2023-09-18 08:42:00,0.54,HQ_20230918_EMP100
EMP332,8:30,DEPT3,AZ,2023-09-18 08:43:00,1.12,AZ_20230918_EMP332
EMP297,8:30,DEPT1,AZ,2023-09-18 08:43:00,1.05,AZ_20230918_EMP297
EMP253,8:30,DEPT4,AZ,2023-09-18 08:43:00,1.14,AZ_20230918_EMP253
EMP088,8:30,DEPT1,HQ,2023-09-18 08:43:00,0.56,HQ_20230918_EMP088
EMP349,8:30,DEPT2,AZ,2023-09-18 08:43:00,1.14,AZ_20230918_EMP349
EMP061,8:30,DEPT4,HQ,2023-09-18 08:43:00,0.54,HQ_20230918_EMP061
EMP101,8:30,DEPT1,HQ,2023-09-18 08:43:00,0.6,HQ_20230918_EMP101
EMP247,8:30,DEPT1,AZ,2023-09-18 08:44:00,1.07,AZ_20230918_EMP247
EMP345,8:30,DEPT4,AZ,2023-09-18 08:44:00,1.14,AZ_20230918_EMP345
EMP071,8:30,DEPT4,HQ,2023-09-18 08:44:00,0.54,HQ_20230918_EMP071
EMP328,8:30,DEPT3,AZ,2023-09-18 08:44:00,1.12,AZ_20230918_EMP328
EMP090,8:30,DEPT4,HQ,2023-09-18 08:44:00,0.52,HQ_20230918_EMP090
EMP078,8:30,DEPT4,HQ,2023-09-18 08:44:00,0.52,HQ_20230918_EMP078
EMP339,8:30,DEPT3,AZ,2023-09-18 08:44:00,1.13,AZ_20230918_EMP339
EMP046,8:30,DEPT3,HQ,2023-09-18 08:44:00,0.45,HQ_20230918_EMP046
EMP126,8:30,DEPT4,HQ,2023-09-18 08:45:00,0.52,HQ_20230918_EMP126
EMP039,8:30,DEPT3,HQ,2023-09-18 08:45:00,0.52,HQ_20230918_EMP039
EMP035,8:30,DEPT2,HQ,2023-09-18 08:45:00,0.52,HQ_20230918_EMP035
EMP044,8:30,DEPT3,HQ,2023-09-18 08:45:00,0.54,HQ_20230918_EMP044
EMP242,8:30,DEPT4,AZ,2023-09-18 08:45:00,1.11,AZ_20230918_EMP242
EMP241,8:30,DEPT4,AZ,2023-09-18 08:45:00,1.07,AZ_20230918_EMP241
EMP104,8:30,DEPT4,HQ,2023-09-18 08:45:00,0.52,HQ_20230918_EMP104
EMP310,8:30,DEPT2,AZ,2023-09-18 08:45:00,1.07,AZ_20230918_EMP310
EMP236,8:30,DEPT4,AZ,2023-09-18 08:45:00,1.13,AZ_20230918_EMP236
EMP226,8:30,DEPT3,AZ,2023-09-18 08:45:00,1.15,AZ_20230918_EMP226
EMP340,8:30,DEPT4,AZ,2023-09-18 08:45:00,1.16,AZ_20230918_EMP340
EMP318,8:30,DEPT4,AZ,2023-09-18 08:45:00,1.14,AZ_20230918_EMP318
EMP274,8:30,DEPT4,AZ,2023-09-18 08:45:00,1.12,AZ_20230918_EMP274
EMP288,8:30,DEPT4,AZ,2023-09-18 08:46:00,1.14,AZ_20230918_EMP288
EMP084,8:30,DEPT4,HQ,2023-09-18 08:46:00,0.52,HQ_20230918_EMP084
EMP230,8:30,DEPT1,AZ,2023-09-18 08:46:00,1.08,AZ_20230918_EMP230
EMP045,8:30,DEPT4,HQ,2023-09-18 08:46:00,0.52,HQ_20230918_EMP045
EMP280,8:30,DEPT1,AZ,2023-09-18 08:46:00,1.08,AZ_20230918_EMP280
EMP277,8:30,DEPT2,AZ,2023-09-18 08:46:00,1.04,AZ_20230918_EMP277
EMP095,8:30,DEPT4,HQ,2023-09-18 08:46:00,0.5,HQ_20230918_EMP095
EMP331,8:30,DEPT3,AZ,2023-09-18 08:47:00,1.04,AZ_20230918_EMP331
EMP081,8:30,DEPT3,HQ,2023-09-18 08:47:00,0.52,HQ_20230918_EMP081
EMP129,8:30,DEPT1,HQ,2023-09-18 08:47:00,0.53,HQ_20230918_EMP129
EMP238,8:30,DEPT3,AZ,2023-09-18 08:47:00,1.08,AZ_20230918_EMP238
EMP313,8:30,DEPT4,AZ,2023-09-18 08:47:00,1.13,AZ_20230918_EMP313
EMP068,8:30,DEPT3,HQ,2023-09-18 08:47:00,0.6,HQ_20230918_EMP068
EMP320,8:30,DEPT3,AZ,2023-09-18 08:47:00,1.14,AZ_20230918_EMP320
EMP243,8:30,DEPT3,AZ,2023-09-18 08:47:00,1.13,AZ_20230918_EMP243
EMP351,8:30,DEPT4,AZ,2023-09-18 08:47:00,1.13,AZ_20230918_EMP351
EMP119,8:30,DEPT4,HQ,2023-09-18 08:48:00,0.5,HQ_20230918_EMP119
EMP307,8:30,DEPT1,AZ,2023-09-18 08:48:00,1.14,AZ_20230918_EMP307
EMP282,8:30,DEPT3,AZ,2023-09-18 08:48:00,1.12,AZ_20230918_EMP282
EMP229,8:30,DEPT4,AZ,2023-09-18 08:48:00,1.14,AZ_20230918_EMP229
EMP099,8:30,DEPT3,HQ,2023-09-18 08:48:00,0.51,HQ_20230918_EMP099
EMP132,8:30,DEPT2,HQ,2023-09-18 08:48:00,0.53,HQ_20230918_EMP132
EMP316,8:30,DEPT4,AZ,2023-09-18 08:49:00,1.04,AZ_20230918_EMP316
EMP347,8:30,DEPT4,AZ,2023-09-18 08:49:00,1.11,AZ_20230918_EMP347
EMP281,8:30,DEPT4,AZ,2023-09-18 08:49:00,1.13,AZ_20230918_EMP281
EMP295,8:30,DEPT2,AZ,2023-09-18 08:49:00,1.12,AZ_20230918_EMP295
EMP086,8:30,DEPT3,HQ,2023-09-18 08:49:00,0.5,HQ_20230918_EMP086
EMP308,8:30,DEPT2,AZ,2023-09-18 08:50:00,1.16,AZ_20230918_EMP308
EMP239,8:30,DEPT2,AZ,2023-09-18 08:50:00,1.12,AZ_20230918_EMP239
EMP278,8:30,DEPT4,AZ,2023-09-18 08:50:00,1.08,AZ_20230918_EMP278
EMP255,8:30,DEPT3,AZ,2023-09-18 08:50:00,1.14,AZ_20230918_EMP255
EMP272,8:30,DEPT3,AZ,2023-09-18 08:50:00,1.13,AZ_20230918_EMP272
EMP248,8:30,DEPT4,AZ,2023-09-18 08:50:00,1.08,AZ_20230918_EMP248
EMP246,8:30,DEPT1,AZ,2023-09-18 08:50:00,1.08,AZ_20230918_EMP246
EMP103,8:30,DEPT4,HQ,2023-09-18 08:51:00,0.47,HQ_20230918_EMP103
EMP262,8:30,DEPT4,AZ,2023-09-18 08:51:00,1.08,AZ_20230918_EMP262
EMP093,8:30,DEPT4,HQ,2023-09-18 08:51:00,0.45,HQ_20230918_EMP093
EMP257,8:30,DEPT3,AZ,2023-09-18 08:51:00,1.12,AZ_20230918_EMP257
EMP275,8:30,DEPT4,AZ,2023-09-18 08:51:00,1.14,AZ_20230918_EMP275
EMP322,8:30,DEPT4,AZ,2023-09-18 08:52:00,1.14,AZ_20230918_EMP322
EMP038,8:30,DEPT4,HQ,2023-09-18 08:52:00,0.53,HQ_20230918_EMP038
EMP286,8:30,DEPT1,AZ,2023-09-18 08:52:00,1.15,AZ_20230918_EMP286
EMP134,8:30,DEPT3,HQ,2023-09-18 08:52:00,0.5,HQ_20230918_EMP134
EMP291,8:30,DEPT1,AZ,2023-09-18 08:52:00,1.08,AZ_20230918_EMP291
EMP050,8:30,DEPT3,HQ,2023-09-18 08:52:00,0.52,HQ_20230918_EMP050
EMP306,8:30,DEPT4,AZ,2023-09-18 08:52:00,1.12,AZ_20230918_EMP306
EMP108,8:30,DEPT4,HQ,2023-09-18 08:52:00,0.6,HQ_20230918_EMP108
EMP352,8:30,DEPT3,AZ,2023-09-18 08:52:00,1.14,AZ_20230918_EMP352
EMP120,8:30,DEPT3,HQ,2023-09-18 08:53:00,0.56,HQ_20230918_EMP120
EMP294,8:30,DEPT3,AZ,2023-09-18 08:53:00,1.08,AZ_20230918_EMP294
EMP225,8:30,DEPT4,AZ,2023-09-18 08:53:00,1.13,AZ_20230918_EMP225
EMP240,8:30,DEPT3,AZ,2023-09-18 08:53:00,1.12,AZ_20230918_EMP240
EMP330,8:30,DEPT4,AZ,2023-09-18 08:54:00,1.08,AZ_20230918_EMP330
EMP223,8:30,DEPT1,AZ,2023-09-18 08:54:00,1.14,AZ_20230918_EMP223
EMP227,8:30,DEPT4,AZ,2023-09-18 08:54:00,1.08,AZ_20230918_EMP227
EMP235,8:30,DEPT4,AZ,2023-09-18 08:54:00,1.04,AZ_20230918_EMP235
EMP268,8:30,DEPT1,AZ,2023-09-18 08:55:00,1.13,AZ_20230918_EMP268
EMP250,8:30,DEPT2,AZ,2023-09-18 08:55:00,1.13,AZ_20230918_EMP250
EMP228,8:30,DEPT3,AZ,2023-09-18 08:55:00,1.09,AZ_20230918_EMP228
EMP323,8:30,DEPT4,AZ,2023-09-18 08:55:00,1.08,AZ_20230918_EMP323
EMP260,8:30,DEPT3,AZ,2023-09-18 08:56:00,1.08,AZ_20230918_EMP260
EMP283,8:30,DEPT3,AZ,2023-09-18 08:56:00,1.11,AZ_20230918_EMP283
EMP082,8:30,DEPT3,HQ,2023-09-18 08:56:00,0.6,HQ_20230918_EMP082
EMP065,8:30,DEPT3,HQ,2023-09-18 08:56:00,0.56,HQ_20230918_EMP065
EMP244,8:30,DEPT4,AZ,2023-09-18 08:56:00,1.16,AZ_20230918_EMP244
EMP264,8:30,DEPT4,AZ,2023-09-18 08:56:00,1.12,AZ_20230918_EMP264
EMP354,8:30,DEPT3,AZ,2023-09-18 08:56:00,1.14,AZ_20230918_EMP354
EMP232,8:30,DEPT3,AZ,2023-09-18 08:57:00,1.12,AZ_20230918_EMP232
EMP314,8:30,DEPT4,AZ,2023-09-18 08:57:00,1.12,AZ_20230918_EMP314
EMP353,8:30,DEPT2,AZ,2023-09-18 08:58:00,1.13,AZ_20230918_EMP353
EMP252,8:30,DEPT1,AZ,2023-09-18 08:58:00,1.05,AZ_20230918_EMP252
EMP350,8:30,DEPT3,AZ,2023-09-18 08:58:00,1.14,AZ_20230918_EMP350
EMP326,8:30,DEPT3,AZ,2023-09-18 08:58:00,1.09,AZ_20230918_EMP326
EMP346,8:30,DEPT4,AZ,2023-09-18 08:58:00,1.12,AZ_20230918_EMP346
EMP079,8:30,DEPT4,HQ,2023-09-18 08:58:00,0.5,HQ_20230918_EMP079
EMP312,8:30,DEPT4,AZ,2023-09-18 08:58:00,1.08,AZ_20230918_EMP312
EMP335,8:30,DEPT4,AZ,2023-09-18 08:59:00,1.13,AZ_20230918_EMP335
EMP309,8:30,DEPT4,AZ,2023-09-18 08:59:00,1.04,AZ_20230918_EMP309
EMP341,8:30,DEPT3,AZ,2023-09-18 08:59:00,1.05,AZ_20230918_EMP341
EMP273,8:30,DEPT2,AZ,2023-09-18 08:59:00,1.06,AZ_20230918_EMP273
EMP231,8:30,DEPT3,AZ,2023-09-18 08:59:00,1.12,AZ_20230918_EMP231
EMP305,8:30,DEPT1,AZ,2023-09-18 08:59:00,1.06,AZ_20230918_EMP305
EMP342,8:30,DEPT4,AZ,2023-09-18 09:01:00,1.07,AZ_20230918_EMP342
EMP367,9:00,DEPT4,AZ,2023-09-18 09:01:00,1.12,AZ_20230918_EMP367
EMP337,8:30,DEPT4,AZ,2023-09-18 09:01:00,1.06,AZ_20230918_EMP337
EMP333,8:30,DEPT2,AZ,2023-09-18 09:02:00,1.1,AZ_20230918_EMP333
EMP358,9:00,DEPT4,AZ,2023-09-18 09:03:00,1.08,AZ_20230918_EMP358
EMP387,9:00,DEPT2,AZ,2023-09-18 09:04:00,1.07,AZ_20230918_EMP387
EMP266,8:30,DEPT2,AZ,2023-09-18 09:07:00,1.07,AZ_20230918_EMP266
EMP267,8:30,DEPT3,AZ,2023-09-18 09:07:00,1.04,AZ_20230918_EMP267
EMP373,9:00,DEPT3,AZ,2023-09-18 09:07:00,1.05,AZ_20230918_EMP373
EMP360,9:00,DEPT4,AZ,2023-09-18 09:07:00,1.12,AZ_20230918_EMP360
EMP293,8:30,DEPT4,AZ,2023-09-18 09:08:00,1.14,AZ_20230918_EMP293
EMP304,8:30,DEPT4,AZ,2023-09-18 09:09:00,1.12,AZ_20230918_EMP304
EMP382,9:00,DEPT4,AZ,2023-09-18 09:10:00,1.14,AZ_20230918_EMP382
EMP377,9:00,DEPT3,AZ,2023-09-18 09:10:00,1.14,AZ_20230918_EMP377
EMP378,9:00,DEPT4,AZ,2023-09-18 09:10:00,1.12,AZ_20230918_EMP378
EMP270,8:30,DEPT4,AZ,2023-09-18 09:13:00,1.07,AZ_20230918_EMP270
EMP398,9:00,DEPT4,AZ,2023-09-18 09:13:00,1.14,AZ_20230918_EMP398
EMP371,9:00,DEPT3,AZ,2023-09-18 09:16:00,1.14,AZ_20230918_EMP371
EMP234,8:30,DEPT1,AZ,2023-09-18 09:16:00,1.07,AZ_20230918_EMP234
EMP375,9:00,DEPT3,AZ,2023-09-18 09:17:00,1.07,AZ_20230918_EMP375
EMP363,9:00,DEPT2,AZ,2023-09-18 09:18:00,1.03,AZ_20230918_EMP363
EMP389,9:00,DEPT3,AZ,2023-09-18 09:18:00,1.15,AZ_20230918_EMP389
EMP394,9:00,DEPT4,AZ,2023-09-18 09:18:00,1.08,AZ_20230918_EMP394
EMP385,9:00,DEPT4,AZ,2023-09-18 09:19:00,1.12,AZ_20230918_EMP385
EMP366,9:00,DEPT1,AZ,2023-09-18 09:19:00,1.07,AZ_20230918_EMP366
EMP379,9:00,DEPT2,AZ,2023-09-18 09:19:00,1.11,AZ_20230918_EMP379
EMP392,9:00,DEPT3,AZ,2023-09-18 09:20:00,1.13,AZ_20230918_EMP392
EMP393,9:00,DEPT2,AZ,2023-09-18 09:20:00,1.07,AZ_20230918_EMP393
EMP362,9:00,DEPT4,AZ,2023-09-18 09:20:00,1.07,AZ_20230918_EMP362
EMP357,9:00,DEPT1,AZ,2023-09-18 09:21:00,1.15,AZ_20230918_EMP357
EMP384,9:00,DEPT4,AZ,2023-09-18 09:21:00,1.14,AZ_20230918_EMP384
EMP388,9:00,DEPT3,AZ,2023-09-18 09:22:00,1.08,AZ_20230918_EMP388
EMP372,9:00,DEPT1,AZ,2023-09-18 09:23:00,1.15,AZ_20230918_EMP372
EMP370,9:00,DEPT3,AZ,2023-09-18 09:23:00,1.11,AZ_20230918_EMP370
EMP369,9:00,DEPT3,AZ,2023-09-18 09:23:00,1.07,AZ_20230918_EMP369
EMP368,9:00,DEPT3,AZ,2023-09-18 09:24:00,1.13,AZ_20230918_EMP368
EMP364,9:00,DEPT4,AZ,2023-09-18 09:24:00,1.13,AZ_20230918_EMP364
EMP390,9:00,DEPT4,AZ,2023-09-18 09:24:00,1.09,AZ_20230918_EMP390
EMP381,9:00,DEPT4,AZ,2023-09-18 09:25:00,1.13,AZ_20230918_EMP381
EMP355,9:00,DEPT1,AZ,2023-09-18 09:25:00,1.07,AZ_20230918_EMP355
EMP395,9:00,DEPT4,AZ,2023-09-18 09:25:00,1.15,AZ_20230918_EMP395
EMP399,9:00,DEPT1,AZ,2023-09-18 09:26:00,1.08,AZ_20230918_EMP399
EMP365,9:00,DEPT4,AZ,2023-09-18 09:27:00,1.1,AZ_20230918_EMP365
EMP359,9:00,DEPT4,AZ,2023-09-18 09:27:00,1.12,AZ_20230918_EMP359
EMP376,9:00,DEPT4,AZ,2023-09-18 09:27:00,1.08,AZ_20230918_EMP376
EMP356,9:00,DEPT4,AZ,2023-09-18 09:27:00,1.08,AZ_20230918_EMP356
EMP361,9:00,DEPT4,AZ,2023-09-18 09:29:00,1.04,AZ_20230918_EMP361
EMP386,9:00,DEPT4,AZ,2023-09-18 09:29:00,1.15,AZ_20230918_EMP386
EMP396,9:00,DEPT1,AZ,2023-09-18 09:29:00,1.07,AZ_20230918_EMP396
EMP169,9:30,DEPT4,HQ,2023-09-18 09:31:00,0.51,HQ_20230918_EMP169
EMP155,9:30,DEPT4,HQ,2023-09-18 09:32:00,0.52,HQ_20230918_EMP155
EMP158,9:30,DEPT4,HQ,2023-09-18 09:32:00,0.45,HQ_20230918_EMP158
EMP156,9:30,DEPT4,HQ,2023-09-18 09:33:00,0.45,HQ_20230918_EMP156
EMP160,9:30,DEPT3,HQ,2023-09-18 09:34:00,0.52,HQ_20230918_EMP160
EMP391,9:00,DEPT4,AZ,2023-09-18 09:34:00,1.12,AZ_20230918_EMP391
EMP176,9:30,DEPT1,HQ,2023-09-18 09:36:00,0.53,HQ_20230918_EMP176
EMP137,9:30,DEPT4,HQ,2023-09-18 09:36:00,0.61,HQ_20230918_EMP137
EMP195,9:30,DEPT4,HQ,2023-09-18 09:37:00,0.5,HQ_20230918_EMP195
EMP154,9:30,DEPT2,HQ,2023-09-18 09:37:00,0.52,HQ_20230918_EMP154
EMP374,9:00,DEPT4,AZ,2023-09-18 09:37:00,1.08,AZ_20230918_EMP374
EMP184,9:30,DEPT4,HQ,2023-09-18 09:37:00,0.52,HQ_20230918_EMP184
EMP168,9:30,DEPT3,HQ,2023-09-18 09:37:00,0.53,HQ_20230918_EMP168
EMP162,9:30,DEPT2,HQ,2023-09-18 09:37:00,0.53,HQ_20230918_EMP162
EMP167,9:30,DEPT2,HQ,2023-09-18 09:38:00,0.6,HQ_20230918_EMP167
EMP193,9:30,DEPT3,HQ,2023-09-18 09:38:00,0.61,HQ_20230918_EMP193
EMP177,9:30,DEPT4,HQ,2023-09-18 09:38:00,0.52,HQ_20230918_EMP177
EMP175,9:30,DEPT2,HQ,2023-09-18 09:39:00,0.56,HQ_20230918_EMP175
EMP196,9:30,DEPT1,HQ,2023-09-18 09:39:00,0.52,HQ_20230918_EMP196
EMP199,9:30,DEPT1,HQ,2023-09-18 09:39:00,0.52,HQ_20230918_EMP199
EMP198,9:30,DEPT4,HQ,2023-09-18 09:40:00,0.54,HQ_20230918_EMP198
EMP189,9:30,DEPT4,HQ,2023-09-18 09:40:00,0.54,HQ_20230918_EMP189
EMP170,9:30,DEPT3,HQ,2023-09-18 09:40:00,0.47,HQ_20230918_EMP170
EMP142,9:30,DEPT3,HQ,2023-09-18 09:41:00,0.5,HQ_20230918_EMP142
EMP147,9:30,DEPT4,HQ,2023-09-18 09:42:00,0.45,HQ_20230918_EMP147
EMP171,9:30,DEPT4,HQ,2023-09-18 09:42:00,0.54,HQ_20230918_EMP171
EMP149,9:30,DEPT1,HQ,2023-09-18 09:43:00,0.52,HQ_20230918_EMP149
EMP191,9:30,DEPT2,HQ,2023-09-18 09:43:00,0.53,HQ_20230918_EMP191
EMP200,9:30,DEPT4,HQ,2023-09-18 09:44:00,0.52,HQ_20230918_EMP200
EMP139,9:30,DEPT4,HQ,2023-09-18 09:44:00,0.6,HQ_20230918_EMP139
EMP163,9:30,DEPT3,HQ,2023-09-18 09:45:00,0.51,HQ_20230918_EMP163
EMP144,9:30,DEPT4,HQ,2023-09-18 09:46:00,0.52,HQ_20230918_EMP144
EMP185,9:30,DEPT1,HQ,2023-09-18 09:46:00,0.52,HQ_20230918_EMP185
EMP159,9:30,DEPT2,HQ,2023-09-18 09:47:00,0.52,HQ_20230918_EMP159
EMP197,9:30,DEPT4,HQ,2023-09-18 09:47:00,0.5,HQ_20230918_EMP197
EMP151,9:30,DEPT3,HQ,2023-09-18 09:48:00,0.53,HQ_20230918_EMP151
EMP397,9:00,DEPT1,AZ,2023-09-18 09:48:00,1.09,AZ_20230918_EMP397
EMP146,9:30,DEPT4,HQ,2023-09-18 09:49:00,0.61,HQ_20230918_EMP146
EMP188,9:30,DEPT3,HQ,2023-09-18 09:49:00,0.54,HQ_20230918_EMP188
EMP194,9:30,DEPT1,HQ,2023-09-18 09:50:00,0.56,HQ_20230918_EMP194
EMP174,9:30,DEPT4,HQ,2023-09-18 09:50:00,0.51,HQ_20230918_EMP174
EMP173,9:30,DEPT4,HQ,2023-09-18 09:50:00,0.53,HQ_20230918_EMP173
EMP182,9:30,DEPT1,HQ,2023-09-18 09:51:00,0.45,HQ_20230918_EMP182
EMP165,9:30,DEPT4,HQ,2023-09-18 09:51:00,0.56,HQ_20230918_EMP165
EMP183,9:30,DEPT3,HQ,2023-09-18 09:52:00,0.56,HQ_20230918_EMP183
EMP152,9:30,DEPT1,HQ,2023-09-18 09:53:00,0.49,HQ_20230918_EMP152
EMP166,9:30,DEPT4,HQ,2023-09-18 09:53:00,0.48,HQ_20230918_EMP166
EMP180,9:30,DEPT4,HQ,2023-09-18 09:55:00,0.51,HQ_20230918_EMP180
EMP186,9:30,DEPT3,HQ,2023-09-18 10:00:00,0.54,HQ_20230918_EMP186
EMP138,9:30,DEPT1,HQ,2023-09-18 10:01:00,0.45,HQ_20230918_EMP138
EMP187,9:30,DEPT4,HQ,2023-09-18 10:11:00,0.52,HQ_20230918_EMP187
EMP215,6:30,DEPT2,AZ,2023-09-19 06:32:00,1.18,AZ_20230919_EMP215
EMP204,6:30,DEPT4,AZ,2023-09-19 06:37:00,1.17,AZ_20230919_EMP204
EMP214,6:30,DEPT3,AZ,2023-09-19 06:40:00,1.18,AZ_20230919_EMP214
EMP216,6:30,DEPT4,AZ,2023-09-19 06:43:00,1.15,AZ_20230919_EMP216
EMP207,6:30,DEPT4,AZ,2023-09-19 06:44:00,1.15,AZ_20230919_EMP207
EMP205,6:30,DEPT3,AZ,2023-09-19 06:47:00,1.15,AZ_20230919_EMP205
EMP211,6:30,DEPT4,AZ,2023-09-19 06:48:00,1.07,AZ_20230919_EMP211
EMP201,6:30,DEPT4,AZ,2023-09-19 06:49:00,1.09,AZ_20230919_EMP201
EMP213,6:30,DEPT1,AZ,2023-09-19 06:49:00,1.13,AZ_20230919_EMP213
EMP219,6:30,DEPT2,AZ,2023-09-19 06:49:00,1.13,AZ_20230919_EMP219
EMP206,6:30,DEPT4,AZ,2023-09-19 06:52:00,1.08,AZ_20230919_EMP206
EMP218,6:30,DEPT3,AZ,2023-09-19 06:53:00,1.09,AZ_20230919_EMP218
EMP221,6:30,DEPT4,AZ,2023-09-19 06:54:00,1.1,AZ_20230919_EMP221
EMP209,6:30,DEPT1,AZ,2023-09-19 06:55:00,1.14,AZ_20230919_EMP209
EMP217,6:30,DEPT3,AZ,2023-09-19 06:56:00,1.1,AZ_20230919_EMP217
